
*                 FILE                 DATE               TARGET                 FOIL         PRESSURE_MAX         PRESSURE_MIN         PRESSURE_AVE         PRESSURE_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le
                  4598           2020-06-19                    4                    3                  1.8                  1.6        1.69697327044      0.0182433560577
                  4600           2020-06-22                    1                    4                  1.8                  1.6        1.70019630938      0.0076716541699
                  4601           2020-06-22                    1                    4                  1.7                  1.6        1.69916600477      0.0090941726056
                  4603           2020-06-23                    1                    4                  1.8                  1.6        1.70007698229     0.00620364576379
                  4604           2020-06-23                    1                    4                  1.8                  1.6        1.69777571826      0.0153628261122
                  4606           2020-06-24                    1                    4                  1.7                  1.6        1.69412225705       0.023520765985
                  4607           2020-06-24                    1                    4                  1.7                  1.6         1.6852180937      0.0354920537046
                  4609           2020-06-25                    1                    4                  1.8                  1.6        1.69773584906      0.0184944162337
                  4610           2020-06-25                    1                    4                  1.8                  1.6        1.69931140015      0.0110428067458
                  4612           2020-06-26                    1                    4                  1.7                  1.6         1.6915222306      0.0278550599782
                  4613           2020-06-26                    1                    5                  1.8                  1.6        1.68324365872       0.037858831599
                  4614           2020-06-26                    1                    5                  1.7                  1.6        1.68524365134      0.0354666750674
                  4620           2020-06-30                    4                    1                    2                  1.7          1.777532097       0.084759713466
                  4621           2020-06-30                    4                    1                  1.8                  1.6        1.70049751244     0.00936877327505
                  4622           2020-06-30                    4                    1                  1.8                  1.7        1.70058013053     0.00759450469128
                  4624           2020-07-01                    4                    1                  1.8                  1.7        1.70028198802      0.0053027619511
                  4627           2020-07-02                    4                    1                  1.8                  1.7        1.70083745718      0.0091128690887
                  4628           2020-07-02                    4                    1                  1.7                  1.6        1.69996031746     0.00199165239545
                  4630           2020-07-03                    4                    1                  1.8                  1.6        1.69923838538      0.0123183955029
                  4631           2020-07-03                    4                    1                  1.8                  1.6        1.70024340771     0.00986427067005
                  4632           2020-07-03                    4                    2                  1.8                  1.7        1.70106382979      0.0102592029372
                  4634           2020-07-06                    1                    1                  1.8                  1.7        1.70096566524     0.00977926450491
                  4635           2020-07-06                    1                    1                  1.8                  1.6        1.70011489851     0.00586995317094
                  4636           2020-07-06                    1                    1                  1.7                  1.7                  1.7    1.93123511974e-14
                  4638           2020-07-07                    1                    1                  1.8                  1.6        1.70031994312      0.0094218217786
                  4639           2020-07-07                    1                    1                  1.8                  1.6        1.69708423326      0.0174548918739
                  4640           2020-07-07                    1                    1                  1.8                  1.6        1.69784083899      0.0176056419449
                  4642           2020-07-08                    4                    2                  1.8                  1.6        1.70007153076     0.00887010244582
                  4643           2020-07-08                    4                    2                  1.7                  1.6        1.69924613645     0.00864974247112
                  4644           2020-07-08                    4                    2                  1.7                  1.6        1.69963414634     0.00603750916804
                  4646           2020-07-09                    4                    2                  1.7                  1.7                  1.7    7.38612730006e-14
                  4647           2020-07-09                    4                    2                  1.8                  1.6        1.69988588817     0.00935268488252
                  4648           2020-07-09                    4                    2                  1.8                  1.6        1.70056497175      0.0103149257534
                  4650           2020-07-10                    4                    2                  1.8                  1.6        1.69969913501     0.00671112719931
                  4651           2020-07-10                    4                    2                  1.7                  1.6        1.69758095981      0.0153639924271
                  4652           2020-07-10                    4                    2                  1.8                  1.6         1.7000965717     0.00761141882964
                  4654           2020-07-13                    4                    3                  1.8                  1.7        1.70191630817      0.0137097986983
                  4655           2020-07-13                    4                    3                  1.8                  1.6        1.69920634921      0.0112407404294
                  4656           2020-07-13                    4                    3                  1.8                  1.7        1.70066430469     0.00812337175777
                  4658           2020-07-15                    4                    3                  1.8                  1.6        1.70104813665      0.0105583639511
                  4659           2020-07-15                    4                    3                  1.8                  1.7        1.70019440124     0.00440480789287
                  4661           2020-07-16                    4                    3                  1.8                  1.6        1.69996175908     0.00437252747541
                  4662           2020-07-16                    4                    3                  1.8                  1.6           1.70026687     0.00585154997055
                  4663           2020-07-16                    4                    3                  1.7                  1.7                  1.7    2.67662411332e-14
                  4665           2020-07-17                    4                    3                  1.7                  1.7                  1.7    7.75882179685e-14
                  4666           2020-07-17                    4                    4                  1.7                  1.6        1.69996249062      0.0019363705175
                  4667           2020-07-17                    4                    4                  1.7                  1.7                  1.7    2.54109884176e-14
                  4669           2020-07-20                    4                    4                  1.8                  1.6        1.70037974684     0.00739649329183
                  4670           2020-07-20                    4                    4                  1.8                  1.6        1.69984350548     0.00685009972715
                  4671           2020-07-20                    4                    4                  1.8                  1.6        1.70015238095     0.00872738541809
                  4677           2020-07-22                    4                    5                  1.8                  1.6        1.70071005917     0.00970414201183
                  4678           2020-07-22                    4                    5                  1.8                  1.6        1.70056306306     0.00927465882517
                  4679           2020-07-22                    4                    5                  1.8                  1.6                  1.7      0.0028594780785
                  4681           2020-07-23                    4                    5                  1.7                  1.6        1.69992196645     0.00279235853844
                  4682           2020-07-23                    4                    5                  1.7                  1.6        1.69746192893      0.0157278511521
                  4683           2020-07-23                    4                    5                  1.7                  1.6        1.69916985951     0.00907330784807
                  4685           2020-07-24                    4                    5                  1.8                  1.6        1.70011867089     0.00526077852019
                  4686           2020-07-24                    4                    5                  1.8                  1.6        1.69808917197      0.0153363046214
                  4687           2020-07-24                    4                    5                  1.8                  1.6        1.69964454976      0.0149997379491
                  4695           2020-07-27                    1                    1                  1.9                  1.8         1.8013252149      0.0114352654294
                  4696           2020-07-27                    1                    1                  1.9                  1.7         1.8011047619      0.0111576783807
                  4697           2020-07-27                    1                    1                  1.9                  1.8        1.80061669829     0.00782876187136
                  4699           2020-07-28                    1                    1                  1.9                  1.8        1.87846975089       0.041103202847
                  4700           2020-07-28                    1                    1                  1.9                  1.8         1.8739447429      0.0438936132872
                  4701           2020-07-28                    1                    1                    2                  1.8        1.89256605464      0.0269064534179
                  4703           2020-07-29                    1                    1                    2                  1.8         1.8956238698       0.021658610661
                  4704           2020-07-29                    1                    1                    2                  1.8        1.89551842005      0.0229525622242
                  4706           2020-07-29                    1                    2                  1.9                  1.8        1.87914929108      0.0406241163568
                  4708           2020-07-30                    1                    2                    2                  1.8        1.89454334365      0.0238761408681
                  4709           2020-07-30                    1                    2                    2                  1.8        1.89255455712      0.0282906947962
                  4710           2020-07-30                    1                    2                  1.9                  1.8              1.87875      0.0409076704299
                  4716           2020-08-03                    4                    1                    2                  1.8         1.8930972172       0.040587289864
                  4717           2020-08-03                    4                    1                    2                  1.8        1.87699530516      0.0431096660227
                  4718           2020-08-03                    4                    1                    2                  1.8        1.89687235841      0.0201101725881
                  4720           2020-08-04                    1                    2                    2                  1.8              1.90125      0.0115194079387
                  4721           2020-08-04                    1                    2                    2                  1.8        1.89941370465      0.0114705148394
                  4722           2020-08-04                    1                    2                    2                  1.8                  1.9      0.0167836271659
                  4724           2020-08-05                    1                    2                    2                  1.8        1.89075752084      0.0304271676968
                  4729           2020-08-06                    1                    3                    2                  1.8        1.91472172352      0.0355334284451
                  4730           2020-08-06                    1                    3                  2.1                  1.8        1.90116191904      0.0129350535874
                  4731           2020-08-06                    1                    3                  2.1                  1.9        1.90665054414      0.0253970170119
                  4734           2020-08-07                    1                    3                    2                  1.8        1.90081734186      0.0131704709678
                  4735           2020-08-07                    1                    3                  1.9                  1.8        1.89904357067     0.00973284007809
                  4736           2020-08-07                    1                    3                    2                  1.8        1.90069375619      0.0117588239715
                  4737           2020-08-08                    4                    1                  1.9                  1.9                  1.9    6.43745039913e-15
                  4738           2020-08-08                    4                    1                  1.9                  1.9                  1.9    6.77626357803e-15
                  4741           2020-08-10                    4                    1                  2.1                  1.8        1.90085318166      0.0192089596869
                  4742           2020-08-10                    4                    1                  1.9                  1.8        1.89758490566      0.0153517671065
                  4743           2020-08-10                    4                    1                  2.1                  1.8                1.895      0.0244948974278
                  4749           2020-08-11                    4                    4                  1.9                  1.8        1.80179372197      0.0132723305713
                  4751           2020-08-12                    4                    4                  1.9                  1.8        1.80842105263      0.0277703283332
                  4752           2020-08-12                    4                    4                  1.9                  1.8        1.81247637051       0.033045078755
                  4753           2020-08-12                    4                    4                  1.9                  1.8        1.82332402235      0.0422893865671
                  4755           2020-08-13                    4                    4                    2                  1.8        1.81326996198      0.0344808225037
                  4756           2020-08-13                    4                    4                  1.9                  1.8        1.80955772114      0.0294010557729
                  4758           2020-08-14                    4                    4                  1.9                  1.8        1.80418552036       0.020025819721
                  4759           2020-08-14                    4                    4                  1.9                  1.8        1.80064516129     0.00800624106193
                  4760           2020-08-14                    4                    4                  1.9                  1.8        1.80198675497      0.0139545082819
                  4762           2020-08-17                    1                    5                    2                  1.8         1.8290685413      0.0454852054375
                  4763           2020-08-17                    1                    5                  1.9                  1.8        1.80341719865      0.0181670751144
                  4764           2020-08-17                    1                    5                  1.9                  1.8        1.80194174757      0.0137987091297
                  4766           2020-08-18                    1                    5                  1.9                  1.8        1.80166724557      0.0128040950224
                  4767           2020-08-18                    1                    5                  1.9                  1.8        1.80268126888      0.0161535657178
                  4768           2020-08-18                    1                    5                  1.9                  1.8        1.80173179396       0.013045316622
                  4770           2020-08-19                    1                    5                    2                  1.8        1.80488404779      0.0223536997003
                  4771           2020-08-19                    1                    5                  1.9                  1.8        1.80118637581      0.0108272846898
                  4772           2020-08-19                    1                    5                    2                  1.8         1.8024434942      0.0162115297781
                  4774           2020-08-20                    1                    6                  1.9                  1.8        1.80614862316      0.0240220055227
                  4775           2020-08-20                    1                    6                  1.9                  1.8        1.80506807867      0.0219345035384
                  4777           2020-08-21                    1                    6                  1.9                  1.8        1.80768648239      0.0266376843537
                  4778           2020-08-21                    1                    6                  1.9                  1.8        1.80312771503      0.0174065763931
                  4780           2020-08-21                    4                    5                  1.9                  1.8        1.80188679245      0.0136058538697
                  4781           2020-08-21                    4                    5                  1.9                  1.8        1.80381294964      0.0191508845506
                  4782           2020-08-23                    1                    6                  2.2                    2        2.08488664987      0.0422693742336
                  4783           2020-08-23                    4                    5                  2.1                  1.9        1.99693877551       0.018648639676
                  4784           2020-08-23                    1                    6                    2                    2                    2    1.01643953671e-15
                  4786           2020-08-24                    4                    5                    2                  1.8        1.87586442999      0.0430298985817
                  4787           2020-08-24                    4                    5                  1.9                  1.8         1.8158527423      0.0365234827406
                  4789           2020-08-24                    4                    5                  1.9                  1.8        1.81326405868      0.0339185880501
                  4791           2020-08-25                    4                    5                  1.9                  1.8        1.80306878307      0.0172470541646
                  4792           2020-08-25                    4                    5                  1.9                  1.8        1.80121028744      0.0109345301057
                  4793           2020-08-25                    4                    5                  1.9                  1.8        1.80242954325      0.0153964815527
                  4795           2020-08-26                    4                    5                  1.9                  1.8        1.80240921788      0.0153335402608
                  4798           2020-08-27                    4                    5                  1.9                  1.8        1.81651067016      0.0371276822187
                  4799           2020-08-27                    4                    5                  1.9                  1.8        1.81019455253       0.030257665998
                  4801           2020-08-28                    4                    6                    2                  1.8        1.80962990937      0.0296278357674
                  4802           2020-08-28                    4                    6                  1.9                  1.8        1.80709111704      0.0256676403913
                  4803           2020-08-28                    4                    6                  1.9                  1.8        1.80253443526      0.0157168751371
                  4804           2020-08-31                    4                    6                  1.9                  1.8         1.8593220339       0.049123311004
                  4805           2020-08-31                    4                    6                  1.9                  1.8        1.81712915382      0.0376763516201
                  4806           2020-08-31                    4                    6                  1.9                  1.8        1.80055514434     0.00743009074758
                  4807           2020-08-31                    4                    6                  1.9                  1.8        1.80463576159      0.0210258382336
                  4809           2020-09-01                    4                    6                  1.9                  1.8        1.80446800454      0.0206600433148
                  4811           2020-09-01                    4                    6                  1.9                  1.8         1.8169534413      0.0375223261245
                  4815           2020-09-02                    4                    4                  1.9                  1.7        1.80391156463      0.0195616677676
                  4816           2020-09-02                    4                    4                  1.9                  1.8        1.80350058343      0.0183794520784
                  4817           2020-09-02                    4                    4                  1.9                  1.7        1.80606060606        0.02777318603
                  4819           2020-09-03                    4                    4                  1.9                  1.8        1.80630630631      0.0243076352491
                  4820           2020-09-03                    4                    4                  1.9                  1.8        1.80390830515      0.0193792586471
                  4822           2020-09-04                    4                    4                  1.9                  1.8        1.80990922844      0.0298785882509
                  4823           2020-09-04                    4                    4                  1.9                  1.8        1.80409711684      0.0198223439063
                  4824           2020-09-06                    1                    1                  2.3                  2.1        2.21296296296      0.0473219716266
                  4825           2020-09-06                    4                    1                  2.2                    2        2.08989280245      0.0412903011384
                  4828           2020-09-07                    1                    1                  2.1                  1.8        1.95947712418      0.0518140320873
                  4831           2020-09-08                    1                    1                    2                  1.8        1.89295883032      0.0285681555795
                  4832           2020-09-08                    1                    1                    2                  1.8        1.88472376715      0.0360787422455
                  4833           2020-09-08                    1                    1                  1.9                  1.8        1.85866523143      0.0492434134097
                  4835           2020-09-09                    1                    1                  1.9                  1.8        1.81996898022      0.0399767163642
                  4836           2020-09-09                    1                    1                  1.9                  1.8        1.80658453696      0.0248011606358
                  4837           2020-09-09                    1                    1                  1.9                  1.8        1.83896648045      0.0487674219769
                  4838           2020-09-09                    1                    1                    2                  1.8        1.84432918396      0.0499550233979
                  4840           2020-09-10                    4                    1                    2                  1.8        1.88572507553       0.035517366582
                  4841           2020-09-10                    4                    1                  1.9                  1.8        1.86431906615      0.0479057861292
                  4842           2020-09-10                    4                    1                  1.9                  1.8        1.84789550073      0.0499556911953
                  4844           2020-09-11                    4                    1                  1.9                  1.8        1.83627819549      0.0480802670641
                  4845           2020-09-11                    4                    1                  1.9                  1.8        1.86630434783      0.0472669889243
                  4846           2020-09-11                    4                    1                  2.1                  1.8        1.91746987952      0.0508563621849
                  4849           2020-09-14                    4                    1                  2.1                  1.8        1.91065088757      0.0356535268733
                  4850           2020-09-14                    4                    1                    2                  1.8        1.89457917261      0.0493813489704
                  4851           2020-09-14                    4                    2                  2.1                  1.8        1.90337078652        0.02093026518
                  4854           2020-09-15                    4                    2                  2.1                  1.8        1.91779527559      0.0408360151724
                  4855           2020-09-15                    4                    2                  1.9                  1.8         1.8200312378      0.0400234093009
                  4856           2020-09-15                    4                    2                  1.9                  1.8        1.80093603744     0.00962951598253
                  4858           2020-09-16                    1                    1                    2                  1.8        1.81825212684      0.0387273353287
                  4859           2020-09-16                    1                    1                  1.9                  1.8        1.80041339396     0.00641626853202
                  4860           2020-09-16                    1                    1                  1.9                  1.8        1.80441361917      0.0205397634508
                  4862           2020-09-17                    1                    1                  1.9                  1.8        1.80617329862       0.024066994962
                  4864           2020-09-17                    4                    2                  1.9                  1.8        1.81040688576      0.0305349849304
                  4865           2020-09-17                    4                    2                  1.9                  1.8        1.80200729927      0.0140250018413
                  4867           2020-09-18                    4                    3                  1.9                  1.8        1.80935941695      0.0291263284626
                  4868           2020-09-18                    4                    3                  1.9                  1.8        1.80469902913      0.0211618061113
                  4869           2020-09-18                    4                    3                  1.9                  1.7        1.81003989362      0.0302735490189
                  4870           2020-09-20                    1                    3                  1.9                  1.8        1.89276485788       0.025906889632
                  4871           2020-09-21                    1                    3                    2                  1.8        1.82967315461      0.0460819222439
                  4872           2020-09-21                    1                    3                  1.9                  1.8        1.80146122143      0.0119994572816
                  4873           2020-09-21                    1                    3                  1.9                  1.8        1.80135440181      0.0115587964916
                  4874           2020-09-21                    1                    3                  1.9                  1.8        1.80838436175       0.027715314417
                  4876           2020-09-22                    4                    3                  1.9                  1.8        1.80336455082      0.0180314968687
                  4877           2020-09-22                    4                    3                    2                  1.8        1.80845714286      0.0282320414293
                  4878           2020-09-22                    4                    3                  1.9                  1.8        1.81642955484      0.0370543548301
                  4879           2020-09-22                    4                    3                  1.9                  1.8        1.80218978102      0.0146349909896
                  4881           2020-09-23                    4                    3                  1.9                  1.8        1.80423062523      0.0201286942828
                  4882           2020-09-23                    4                    3                  1.9                  1.8        1.80117424242       0.010772436918
                  4883           2020-09-23                    4                    4                  1.9                  1.8        1.80355371901      0.0185133190443
                  4884           2020-09-23                    4                    4                  1.9                  1.8        1.80317775571      0.0175407365766
                  4886           2020-09-24                    4                    4                  1.9                  1.8        1.80757825371      0.0264649851961
                  4887           2020-09-24                    4                    4                  1.9                  1.8        1.80107719928      0.0103227694876
                  4888           2020-09-24                    4                    4                  1.9                  1.8        1.80283742331      0.0166039561621
                  4889           2020-09-25                    4                    4                  1.9                  1.8        1.80445486518      0.0206310613974
                  4890           2020-09-25                    4                    4                  1.9                  1.8        1.80250223414      0.0156192905755
                  4891           2020-09-25                    4                    4                  1.9                  1.8        1.81132565912      0.0316906193882
                  4892           2020-09-25                    4                    4                  1.9                  1.8        1.80134408602      0.0115152956939
                  4894           2020-09-28                    4                    4                    2                  1.8        1.83191670208      0.0468880976255
                  4895           2020-09-28                    4                    5                  1.9                  1.8        1.81138573744      0.0317637958514
                  4896           2020-09-28                    4                    5                    2                  1.8        1.80375441696       0.019468279172
                  4898           2020-09-29                    4                    5                    2                  1.8        1.82143993636      0.0411373092722
                  4899           2020-09-29                    4                    5                  1.9                  1.8        1.80899803536      0.0286153611884
                  4901           2020-09-30                    4                    5                    2                  1.8         1.8239375227      0.0433458843881
                  4902           2020-09-30                    4                    5                  1.9                  1.8         1.8178435839      0.0382879211212
                  4904           2020-10-01                    1                    3                  1.9                  1.8        1.82011570984      0.0400865214424
                  4908           2020-10-02                    4                    5                  1.9                  1.8        1.82395596052      0.0426814714762
                  4909           2020-10-02                    4                    5                  1.9                  1.8        1.80768060836      0.0266283512754
                  4910           2020-10-02                    4                    5                  1.9                  1.8        1.80555927662      0.0229133608587
                  4914           2020-10-05                    4                    1                    2                  1.8        1.90555981595      0.0243739296502
                  4916           2020-10-05                    1                    3                    2                  1.8         1.8924841386      0.0276301281168
                  4917           2020-10-05                    1                    3                  1.9                  1.8        1.85730383973      0.0494636626743
                  4919           2020-10-06                    1                    3                  1.9                  1.8         1.8652357225      0.0476221876853
                  4920           2020-10-06                    1                    4                  1.9                  1.8        1.84079464988       0.049145310348
                  4923           2020-10-07                    1                    4                    2                  1.8        1.86173076923       0.048998475402
                  4924           2020-10-07                    1                    4                  1.9                  1.8        1.85272938444      0.0499254490275
                  4925           2020-10-07                    1                    4                  1.9                  1.8        1.87193941944      0.0449295211949
                  4927           2020-10-08                    1                    4                    2                  1.8        1.86522239264      0.0478673677712
                  4928           2020-10-08                    1                    4                  1.9                  1.8        1.83916539051       0.048811998905
                  4929           2020-10-08                    1                    4                  1.9                  1.8        1.83274596182       0.046928649741
                  4930           2020-10-08                    1                    4                  1.9                  1.8        1.82164090369      0.0411796267134
                  4932           2020-10-09                    1                    4                  1.9                  1.8        1.83629001157      0.0480836377288
                  4933           2020-10-09                    1                    5                  1.9                  1.8        1.86318577374       0.048230025615
                  4934           2020-10-09                    1                    5                  1.9                  1.8        1.85802816901      0.0493512766023
                  4936           2020-10-12                    4                    1                    2                  1.8        1.89934392265     0.00888760102706
                  4939           2020-10-13                    4                    1                  1.9                  1.8        1.88687367678      0.0337688015864
                  4940           2020-10-13                    4                    1                    2                  1.8         1.8697683251      0.0461735965375
                  4941           2020-10-13                    4                    1                  1.9                  1.8        1.87386363636      0.0439377612027
                  4943           2020-10-14                    4                    1                    2                  1.8        1.86233248823      0.0485299236178
                  4944           2020-10-14                    4                    1                    2                  1.8        1.87566947207      0.0437028395893
                  4945           2020-10-14                    4                    2                  1.9                  1.8        1.88501098901      0.0356963674409
                  4947           2020-10-15                    4                    2                  1.9                  1.8        1.87394099849       0.043895655724
                  4948           2020-10-15                    4                    2                    2                  1.8        1.86191739295      0.0487148129604
                  4949           2020-10-15                    4                    2                  1.9                  1.8        1.86952054795      0.0460320345837
                  4951           2020-10-16                    4                    2                    2                  1.8        1.88006524103       0.040132023228
                  4952           2020-10-16                    4                    2                  1.9                  1.8        1.87294783664       0.044422930945
                  4953           2020-10-16                    4                    2                  1.9                  1.8        1.85846153846      0.0492788227017
                  4955           2020-10-19                    4                    2                    2                  1.8        1.89855786141      0.0148161108587
                  4956           2020-10-19                    4                    3                    2                  1.8        1.89448173005      0.0250155030587
                  4957           2020-10-19                    4                    3                  1.9                  1.8        1.88639125152      0.0342881439115
                  4959           2020-10-20                    4                    3                    2                  1.8        1.90093156575       0.011318931565
                  4960           2020-10-20                    4                    3                  2.1                  1.8        1.90088138083      0.0101020261002
                  4961           2020-10-20                    4                    3                    2                  1.8         1.9027696793      0.0178294046878
                  4963           2020-10-21                    4                    3                    2                  1.8        1.90042826552      0.0116376116438
                  4966           2020-10-22                    4                    4                    2                  1.8        1.89837613293      0.0174141980697
                  4967           2020-10-22                    4                    4                    2                  1.8        1.89710037175      0.0190614629001
                  4968           2020-10-22                    4                    4                    2                  1.8        1.89902745995       0.010380260981
                  4978           2020-10-26                    1                    1                    2                  1.8        1.90173758865      0.0155454699748
                  4979           2020-10-26                    1                    1                    2                  1.8        1.90034802784      0.0199543831568
                  4980           2020-10-26                    1                    1                  2.1                  1.8        1.90091575092      0.0141642720154
                  4982           2020-10-27                    1                    1                    2                  1.8        1.90017724211      0.0163043477123
                  4983           2020-10-27                    1                    1                    2                  1.8        1.89962700485      0.0130934580652
                  4984           2020-10-27                    4                    1                  1.9                  1.8        1.89990310078     0.00311135549574
                  4986           2020-10-28                    1                    1                    2                  1.8        1.89932647997      0.0144461781724
                  4987           2020-10-28                    1                    1                    2                  1.8        1.89684835002      0.0219819841895
                  4988           2020-10-28                    1                    2                    2                  1.8        1.89929453263      0.0129248139897
                  4991           2020-10-29                    1                    2                    2                  1.8        1.90015449981      0.0127358127746
                  4992           2020-10-29                    1                    2                    2                  1.8        1.89947347104       0.013186445542
                  4993           2020-10-29                    1                    2                  1.9                  1.8        1.88267326733      0.0378478216308
                  4995           2020-10-30                    1                    2                    2                  1.9        1.90123604466      0.0110488306764
                  4996           2020-10-30                    1                    2                    2                  1.8        1.90063416568      0.0101316215983
                  4997           2020-10-30                    1                    2                    2                  1.8         1.9030075188      0.0190232002823
                  4999           2020-11-02                    4                    1                  2.1                  1.8        1.90711001061      0.0303679171991
                  5000           2020-11-02                    4                    1                  2.1                  1.8        1.90159275453      0.0152214237223
                  5001           2020-11-02                    4                    1                  1.9                  1.9                  1.9    3.38813178902e-15
                  5003           2020-11-03                    4                    1                  2.1                  1.9        1.90128801431      0.0127640364138
                  5004           2020-11-03                    4                    1                    2                  1.8        1.90070553286      0.0117002335497
                  5005           2020-11-03                    4                    1                    2                  1.9        1.93013215859      0.0458832091044
                  5007           2020-11-04                    4                    2                  1.9                  1.8        1.89989320043     0.00326627480954
                  5008           2020-11-04                    4                    2                    2                  1.8        1.90254946728       0.016699950433
                  5010           2020-11-05                    4                    2                  2.1                  1.8        1.91023446223      0.0322148091658
                  5011           2020-11-05                    4                    2                  2.1                  1.9        1.91449330784      0.0364835992535
                  5013           2020-11-06                    4                    2                    2                  1.9        1.90485185185      0.0214859190819
                  5014           2020-11-06                    4                    2                  2.1                  1.8        1.90241635688      0.0176109724193
                  5015           2020-11-06                    4                    2                    2                  1.9        1.91087848933      0.0311369138266
                  5016           2020-11-06                    4                    2                    2                  1.9        1.91128342246      0.0316390047818
                  5019           2020-11-09                    4                    2                  2.1                  1.9        1.92169911504      0.0418164732234
                  5020           2020-11-09                    4                    3                    2                  1.8        1.90564142195      0.0235690576597
                  5022           2020-11-10                    4                    3                    2                  1.8        1.90091324201      0.0102244837038
                  5023           2020-11-10                    4                    3                    2                  1.8        1.90405875532      0.0201212316175
                  5024           2020-11-10                    4                    3                    2                  1.9        1.90347259902      0.0183084941586
                  5028           2020-11-12                    4                    3                  2.1                  1.8        1.90523774146      0.0245020835263
                  5029           2020-11-12                    4                    3                  2.1                  1.8        1.90666175929      0.0263705800539
                  5031           2020-11-13                    4                    3                  2.1                  1.8        1.90815946349      0.0305885374781
                  5032           2020-11-13                    4                    3                  2.1                  1.9        1.90184261036      0.0145456521427
                  5034           2020-11-13                    1                    2                  2.1                  1.9        1.90332574032      0.0200877584372
                  5036           2020-11-16                    4                    4                  2.1                  1.9        1.94484240688      0.0498052462795
                  5037           2020-11-16                    4                    4                  2.1                  1.8        1.93007856341      0.0463468417747
                  5039           2020-11-17                    4                    4                  2.2                  1.9         1.9126755618      0.0357131017797
                  5040           2020-11-17                    4                    4                  2.2                  1.9        1.91723756906      0.0394869573915
                  5041           2020-11-17                    4                    4                  2.1                  1.9        1.93060967945      0.0471654656588
                  5043           2020-11-18                    4                    4                  2.1                  1.8        1.91074700493      0.0315347183279
                  5046           2020-11-19                    4                    4                  2.2                  1.9        1.94462809917       0.052288649455
                  5047           2020-11-19                    4                    5                  2.1                  1.9        1.92869435092      0.0462962018236
                  5049           2020-11-20                    4                    5                    2                  1.9        1.94700917431      0.0499104694599
                  5050           2020-11-20                    4                    5                  2.1                  1.9        1.94105560032      0.0493570030478
                  5052           2020-11-20                    1                    2                  2.1                  1.9        1.99364896074      0.0279199880404
                  5054           2020-11-23                    1                    3                  2.1                  1.9        2.00774907749      0.0456089157979
                  5055           2020-11-23                    1                    3                  2.1                  1.9        1.99296210363      0.0269047062743
                  5056           2020-11-23                    1                    3                  2.1                  1.9        1.98947368421      0.0346507155155
                  5058           2020-11-24                    1                    3                  2.1                  1.9        2.00155069582      0.0205680008402
                  5059           2020-11-24                    1                    3                  2.1                  1.9        1.99651424288      0.0218827328056
                  5060           2020-11-24                    1                    3                  2.1                  1.9        1.99647416413      0.0231231689751
                  5062           2020-11-25                    1                    3                  2.1                  1.9        1.97399631676      0.0457559381897
                  5063           2020-11-25                    1                    3                  2.1                  1.9         1.9625627171      0.0490298924978
                  5064           2020-11-25                    1                    3                  2.1                  1.9        1.97114882507      0.0461633640464
                  5066           2020-11-26                    1                    4                    2                  1.9         1.9513381078      0.0499820914679
                  5067           2020-11-26                    1                    4                  2.1                  1.9        1.94290780142      0.0498908991953
                  5068           2020-11-26                    1                    4                    2                  1.9        1.90822510823      0.0274746868444
                  5069           2020-11-26                    1                    4                    2                  1.9        1.94957264957      0.0499981736828
                  5071           2020-11-27                    1                    4                  2.1                  1.9        1.92374045802      0.0426388325654
                  5072           2020-11-27                    1                    4                  2.1                  1.9        1.94235067437      0.0496448305944
                  5073           2020-11-27                    1                    4                  2.1                  1.9        1.93577817531      0.0484297835668
                  5077           2020-11-30                    4                    1                  2.2                    2        2.09318092235      0.0466962524277
                  5078           2020-11-30                    4                    1                  2.1                    2        2.02214257268      0.0415206423737
                  5080           2020-11-30                    4                    1                  2.1                  1.9        2.01201438849      0.0327334967176
                  5082           2020-12-01                    4                    1                  2.2                  1.9        2.00513833992      0.0278368646034
                  5083           2020-12-01                    4                    1                  2.2                  1.9        2.00567349927      0.0314490266031
                  5084           2020-12-01                    4                    1                    2                  1.9        1.99316455696      0.0252353130013
                  5087           2020-12-02                    4                    2                  2.2                  1.9        2.03727880456      0.0485979975587
                  5088           2020-12-02                    4                    2                  2.2                  1.9        2.01648234035      0.0387022622103
                  5089           2020-12-02                    4                    2                  2.1                  1.9        2.00212954747      0.0191868662116
                  5091           2020-12-03                    4                    2                  2.1                    2        2.02017024426      0.0401271189185
                  5092           2020-12-03                    4                    2                  2.2                  1.9        2.01818867925      0.0402037530416
                  5094           2020-12-04                    4                    2                  2.1                  1.9        2.01506046171      0.0365767439576
                  5095           2020-12-04                    4                    2                  2.3                  1.9        2.00388127854      0.0342366804579
                  5096           2020-12-04                    4                    2                  2.1                  1.9        1.99934574736      0.0146962102823
                  5098           2020-12-07                    4                    2                  2.3                  1.9        2.03446447508      0.0518642001402
                  5106           2020-12-07                    4                    4                  2.2                  1.9         2.0427672956      0.0532586291916
                  5107           2020-12-07                    4                    4                  2.1                    2        2.03667917448      0.0481928999706
                  5109           2020-12-08                    4                    4                  2.1                  1.9        1.99989447766      0.0136532654651
                  5110           2020-12-08                    4                    4                  2.2                  1.9        2.01051073279      0.0342061023031
                  5111           2020-12-08                    4                    4                  2.1                  1.9        2.00047046524      0.0218053042134
                  5113           2020-12-09                    4                    4                  2.2                  1.9         2.0504583921      0.0527435050389
