
*                 FILE                 DATE               TARGET                 FOIL   COLL_CURRENT_L_MAX   COLL_CURRENT_L_MIN   COLL_CURRENT_L_AVE   COLL_CURRENT_L_STD   COLL_CURRENT_R_MAX   COLL_CURRENT_R_MIN   COLL_CURRENT_R_AVE   COLL_CURRENT_R_STD RELATIVE_COLL_CURRENT_L_MAX RELATIVE_COLL_CURRENT_L_MIN RELATIVE_COLL_CURRENT_L_AVE RELATIVE_COLL_CURRENT_L_STD RELATIVE_COLL_CURRENT_R_MAX RELATIVE_COLL_CURRENT_R_MIN RELATIVE_COLL_CURRENT_R_AVE RELATIVE_COLL_CURRENT_R_STD   TARGET_CURRENT_MAX   TARGET_CURRENT_MIN   TARGET_CURRENT_AVE   TARGET_CURRENT_STD     FOIL_CURRENT_MAX     FOIL_CURRENT_MIN     FOIL_CURRENT_AVE     FOIL_CURRENT_STD RELATIVE_TARGET_CURRENT_MAX RELATIVE_TARGET_CURRENT_MIN RELATIVE_TARGET_CURRENT_AVE RELATIVE_TARGET_CURRENT_STD EXTRACTION_LOSSES_MAX EXTRACTION_LOSSES_MIN EXTRACTION_LOSSES_AVE EXTRACTION_LOSSES_STD RELATIVE_COLL_CURRENT_MAX RELATIVE_COLL_CURRENT_MIN RELATIVE_COLL_CURRENT_AVE RELATIVE_COLL_CURRENT_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                  4139           2020-01-07                    1                    2                  7.1                  5.4        6.41150927487       0.227620394913                  5.5                  4.3        4.84696458685       0.181881844864        6.28875110717         5.1724137931         5.7813811877       0.182499892774        4.88888888889        3.88437217706         4.3707763632       0.152976794584                101.4                 94.5          99.93806914        0.50341680632                112.9                104.4        110.886846543       0.722030352367        91.3400182315        89.0276538805        90.1276676256       0.362382052948       0.623885918004       -1.09090909091      -0.279825176497       0.268182450215        10.9919571046        9.36363636364        10.1521575509       0.235696696395
                  4140           2020-01-07                    1                    2                  7.2                  5.9        6.76445164776       0.228448030544                  6.4                  4.6        5.46493787142       0.343178069503         6.4228367529        5.47576301616        6.04249333518       0.191362968793        5.75022461815        4.14788097385        4.88081907351       0.287309558573                101.3                 92.5        99.9663425176       0.514118937003                113.6                103.1        111.942949757       0.760027685216        90.4332129964        87.9752431477        89.3029277888       0.400357890665       0.616740088106       -1.06382978723      -0.226240197446       0.268455719159        11.7907801418        10.1801801802        10.9233124087         0.3093450833
                  4144           2020-01-08                    1                    2                  6.1                  4.3        5.18156723063       0.417054550837                  4.8                  3.7        4.23107747106        0.21589837213        5.53539019964        3.91264786169        4.73854577625       0.371722918592         4.3956043956        3.37591240876          3.869945659       0.197510292031                101.5                 95.9        99.9453695459       0.501203735028                  111                104.9        109.333303651       0.586137304608                 92.5        89.9726526892        91.4144438448       0.383849646952        1.00273473108       -1.00182149362     -0.0229352800905       0.280827878518        9.56284153005        7.99256505576        8.60849143526       0.284020234259
                  4148           2020-01-09                    1                    3                  5.5                  4.6        5.15719608756       0.138318332422                  4.2                  3.4        3.73437354448        0.10834580482        5.04124656279        4.40366972477        4.73553866345       0.116961513756        3.83211678832        3.15691736305        3.42903870835      0.0924779422007                101.4                 91.7        100.029622729       0.564859807352                110.7                 99.5        108.900186306       0.661081218178        92.7374301676        90.8508691674        91.8550995512       0.291440650911       0.824175824176      -0.836431226766     -0.0196769229623       0.276892376538        8.59232175503        7.72093023256         8.1645773718       0.133773650923
                  4152           2020-01-10                    1                    3                  5.7                  4.9        5.26080862534       0.146368045984                  4.5                  3.5         3.9325606469       0.188358402604        5.21500457457        4.50781968721        4.82138368155       0.122263465464         4.0834845735        3.22283609576        3.60378880009       0.161323533887                101.3                 96.9        99.9443126685       0.494703754992                  111                105.8        109.108948787        0.64807051384        92.5994449584        90.6052393857        91.6015044847       0.314079608249        1.00732600733      -0.922509225092     -0.0266769663469       0.275504601087        8.91719745223        7.88497217069        8.42517248164       0.183867647616
                  4154           2020-01-13                    4                    2                  4.4                  3.4         3.9716254417       0.219919293716                  5.3                  3.5        4.19413427562       0.484495522475        4.08163265306          3.133640553        3.66826938285       0.205734912518         4.8668503214        3.21987120515        3.87223534071       0.434683227107                101.2                 97.6         99.967844523       0.467363801362                  110                105.9        108.276607774       0.650249051126        93.5453695042        90.9340659341        92.3278075183       0.383566086085        1.18613138686       -0.83179297597       0.131687758179       0.274574803133        8.30291970803        6.89013035382        7.54050472355       0.289183979126
                  4155           2020-01-13                    4                    2                    5                  4.3        4.59261492087       0.127605110491                    5                  3.1        4.00131876413       0.395007170542        4.65983224604        3.94133822181        4.22573305847       0.124112907839        4.57875457875        2.87569573284        3.68012294681       0.349345559506                102.3                 95.3         99.963564431       0.501687686936                110.6                  103        108.688922381       0.681009025192        93.1481481481         90.834845735        91.9735653068       0.369944613554        1.00824931256      -0.743494423792       0.120578687898       0.273885906217        8.69963369963         7.2625698324        7.90585600528       0.271707546675
                  4156           2020-01-13                    4                    2                  5.1                  4.3        4.61141421393       0.174070217942                  4.3                    3        3.60969131371       0.218095863432        4.73537604457        3.95584176633        4.26095224412        0.16116038367        3.95220588235        2.76752767528        3.33491551669       0.193880191698                101.2                 97.2        99.8786073223       0.465772096113                109.9                105.9        108.226489591       0.558271698526        93.2773109244        91.4364640884         92.287346545       0.293640648098         0.8356545961      -0.748362956034       0.116785694194       0.263150941064        8.24175824176        7.16945996276        7.59586776082         0.1627863702
                  4158           2020-01-14                    4                    2                    5                  3.6        4.44757350337       0.194450895409                  4.6                    3        3.78196953595       0.298046686986        4.62107208872        3.38028169014        4.10261802127       0.175999386482         4.2750929368        2.83822138127        3.48828365984       0.268623947652                101.4                   97        100.030322352       0.482181401794                110.4                  105        108.406163656       0.600829734582        93.2584269663        91.1090742438        92.2745076332       0.307848146857        1.19485294118      -0.833333333333       0.134590685674       0.270849585481        8.02919708029        6.71712393567        7.59090168111       0.178786334178
                  4159           2020-01-14                    4                    2                  5.5                  4.4        4.90100708691       0.193369464161                  4.6                  3.3        3.93312196941       0.182218465678        5.05050505051        4.05529953917        4.49800513014        0.16777357697        4.24354243542        3.05555555556        3.60968691488       0.160583472468                101.5                 98.1        99.9658709437       0.499931808609                110.8                106.6        108.952480418       0.628137334277        93.0683918669        90.7103825137        91.7526632582       0.296004943996         1.1839708561       -1.01663585952       0.139644696775       0.263568706436         8.6285195277        7.43494423792        8.10769204502       0.173538827632
                  4160           2020-01-14                    4                    2                  5.4                  4.5          4.942147923       0.149455771933                  4.2                  3.2        3.62998986829        0.11923557561         4.9815498155        4.17052826691        4.55082968595       0.130596710668        3.82165605096         2.9520295203        3.34255046535       0.104259704772                  101                 94.7        99.8346504559       0.494134752271                110.3                103.5        108.595238095       0.571802478142        92.9433611885        91.0256410256        91.9334382716       0.298451893602        1.00732600733      -0.742804085422       0.173181577083       0.269023747454        8.46223839854        7.44186046512         7.8933801513       0.159467929282
