
*                 FILE                 DATE               TARGET                 FOIL     DEE1_VOLTAGE_MAX     DEE1_VOLTAGE_MIN     DEE1_VOLTAGE_AVE     DEE1_VOLTAGE_STD     DEE2_VOLTAGE_MAX     DEE2_VOLTAGE_MIN     DEE2_VOLTAGE_AVE     DEE2_VOLTAGE_STD    FORWARD_POWER_MAX    FORWARD_POWER_MIN    FORWARD_POWER_AVE    FORWARD_POWER_STD  REFLECTED_POWER_MAX  REFLECTED_POWER_MIN  REFLECTED_POWER_AVE  REFLECTED_POWER_STD       PHASE_LOAD_MAX       PHASE_LOAD_MIN       PHASE_LOAD_AVE       PHASE_LOAD_STD            FLAP1_MAX            FLAP1_MIN            FLAP1_AVE            FLAP1_STD            FLAP2_MAX            FLAP2_MIN            FLAP2_AVE            FLAP2_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                  4374           2020-03-20                    1                    3                 37.6                 37.1        37.3235799701      0.0981558351271                 40.8                   40        40.3246636771       0.118807284679                 11.4                 10.6        10.8978325859       0.126212251825                  0.3                  0.2       0.203587443946      0.0185977052496                 35.6                 30.6        33.5704783259        1.14347890945                 47.2                   40        44.0467488789        1.15325977768                 35.6                 30.6        33.5704783259        1.14347890945
                  4375           2020-03-20                    1                    3                 37.6                   37        37.3212183436        0.10749538407                 40.7                   40        40.3173853525       0.130807035456                 11.3                 10.6        10.9021218344       0.131654616055                  0.4                  0.2        0.20431211499      0.0212998808705                 35.9                 33.4        34.6242299795       0.571021790747                 47.7                 43.3        45.3148528405       0.570713312189                 35.9                 33.4        34.6242299795       0.571021790747
                  4376           2020-03-20                    1                    3                 37.6                   37        37.3382022472        0.10440373016                 40.7                   40        40.3612359551       0.130309227943                 11.2                 10.6        10.8511235955       0.121432814941                  0.3                  0.2       0.207303370787        0.02601918242                 36.3                 35.4         35.797752809       0.235585585531                 47.9                 45.2        46.6780898876       0.416273938555                 36.3                 35.4         35.797752809       0.235585585531
                  4377           2020-03-20                    1                    3                 37.7                   37        37.3218946048       0.104557015878                 40.8                   40        40.3213927227       0.127470586455                 11.3                 10.4        10.7400250941        0.12560118666                  0.3                  0.1       0.200941028858      0.0129807418574                 36.5                 33.9        35.2509410289       0.605528476245                   48                 44.3        45.9465495609         0.5610339658                 36.5                 33.9        35.2509410289       0.605528476245
                  4378           2020-03-21                    1                    1                 37.4                 37.2        37.2923076923      0.0729756383116                 40.5                 40.1        40.2846153846       0.102628185109                   11                 10.7        10.8307692308      0.0721602424588                  0.3                  0.2       0.207692307692      0.0266469355011                 32.4                 31.6                   32       0.192153784566                 44.1                 42.9        43.3615384615       0.362763880694                 32.4                 31.6                   32       0.192153784566
                  4380           2020-03-22                    1                    1                 37.5                 37.2        37.3344827586      0.0755479389662                 40.6                 40.2        40.3255172414       0.084510199625                 11.1                 10.6         10.884137931       0.109969188204                  0.3                  0.2       0.203448275862       0.018246560766                 31.5                 30.6        30.9420689655       0.198153185437                 43.1                 41.1         42.104137931       0.416533454726                 31.5                 30.6        30.9420689655       0.198153185437
                  4382           2020-03-23                    1                    1                 37.6                   37        37.3226950355       0.102292026912                 40.7                 39.9        40.3215957447       0.122756200677                 11.3                 10.5        10.8541489362       0.129758992974                  0.4                  0.1       0.203085106383      0.0176968119747                 36.8                 32.4        34.8132269504        1.10381617771                 49.4                   43         46.375212766        1.43506213229                 36.8                 32.4        34.8132269504        1.10381617771
                  4383           2020-03-23                    1                    1                 37.7                   37        37.3215465465       0.102928639797                 40.7                   40        40.3218468468       0.121100610756                 11.2                 10.4        10.8127627628       0.132352907285                  0.3                  0.1       0.201989489489      0.0142301928317                 38.2                 35.1        36.5528903904       0.646536668458                 51.2                 46.8         48.839039039         0.7385664885                 38.2                 35.1        36.5528903904       0.646536668458
                  4384           2020-03-23                    4                    1                 37.7                   37        37.3233144846       0.115765402311                 40.8                   40        40.3196172249       0.140689384447                 11.3                 10.3         10.789169204       0.134420466288                  0.3                  0.2       0.203349282297      0.0179919575856                 37.8                 34.8        36.2996520226       0.662859124596                 49.7                 44.9         47.458938669       0.941107001434                 37.8                 34.8        36.2996520226       0.662859124596
                  4386           2020-03-24                    1                    1                 37.7                   37        37.3196833393      0.0928794916971                 40.7                 39.9        40.3203670385       0.110198266837                 11.2                 10.5        10.8287873336       0.120776266519                  0.3                  0.2       0.201511335013      0.0122003839177                 36.5                 32.2        34.5904282116        1.06406266716                   48                 42.3        45.0881971932        1.06396247366                 36.5                 32.2        34.5904282116        1.06406266716
                  4387           2020-03-24                    1                    1                 37.7                   37        37.3216793341       0.102821941976                 40.8                   40         40.320412595       0.123304615082                 11.4                 10.5        10.8440463265       0.127802725952                  0.4                  0.2       0.202931596091      0.0170822674826                 37.8                   34        36.0888526963       0.773515802504                 49.3                   44        46.7998552298       0.823255004712                 37.8                   34        36.0888526963       0.773515802504
                  4389           2020-03-25                    1                    1                 37.7                   37         37.326161544       0.108345433763                 40.8                 39.9        40.3215868477       0.133673230921                 11.6                 10.5        10.9013223731       0.138362096584                  0.4                  0.2       0.204753395282      0.0216111241537                 37.4                 31.7        34.7093280915        1.22228628052                 49.1                 40.5        44.8901000715        1.43512255891                 37.4                 31.7        34.7093280915        1.22228628052
                  4390           2020-03-25                    1                    1                 37.6                   37        37.3243149195       0.110341310808                 40.8                 39.9        40.3236624619       0.136686638302                 11.5                 10.5        10.9249238799       0.142282795674                  0.4                  0.2       0.206829056111      0.0253962406332                 38.4                 35.4        37.0346672466       0.640270651654                 49.7                 44.7        47.3925184863       0.888961673459                 38.4                 35.4        37.0346672466       0.640270651654
                  4394           2020-03-26                    4                    1                 37.6                 37.1        37.3277227723      0.0924033472897                 40.6                   40        40.3133663366       0.109316302152                 11.2                 10.6        10.8287128713       0.110656576638                  0.3                  0.2        0.20099009901     0.00990099009901                 32.6                 31.6        32.1074257426       0.227544592367                 44.4                 41.5        42.9262376238       0.529855858384                 32.6                 31.6        32.1074257426       0.227544592367
                  4395           2020-03-26                    4                    1                 37.6                   37        37.3207412687      0.0963201372434                 40.8                   40        40.3210263721       0.114549917296                 11.2                 10.4        10.8124019957       0.119467234045                  0.3                  0.2         0.2017106201      0.0129667185075                 36.5                 32.2        34.5972915182        1.04552800105                 48.2                 42.3        45.1256236636        1.05444915891                 36.5                 32.2        34.5972915182        1.04552800105
                  4396           2020-03-26                    4                    1                 37.6                   37          37.32240996       0.104011444664                 40.7                   40        40.3183637172       0.122395641121                 11.2                 10.4        10.7599377501       0.123604511533                  0.3                  0.1       0.200578034682      0.0120994940697                 37.7                 35.5        36.6694530903       0.436451304165                 49.2                 45.2         47.289862161       0.583441613336                 37.7                 35.5        36.6694530903       0.436451304165
                  4398           2020-03-27                    4                    1                 37.7                   37        37.3263462233       0.117665154819                 40.7                 39.9        40.3257318395       0.137833792401                 11.2                 10.5        10.8006866643       0.132514389285                  0.4                  0.1       0.202059992772      0.0154238753575                 36.5                 32.2        34.6286953379        1.06806344353                   48                   42         45.099674738           1.12050406                 36.5                 32.2        34.6286953379        1.06806344353
                  4399           2020-03-27                    4                    1                 37.7                   37        37.3266578832       0.117228772901                 40.8                   40        40.3252525253       0.138785085176                 11.2                 10.4        10.7692138779       0.130926720934                  0.3                  0.1       0.201317523057      0.0128510850452                 37.9                 35.5         36.628151076       0.444892705668                 49.6                 45.3         47.293544137       0.570476651137                 37.9                 35.5         36.628151076       0.444892705668
                  4404           2020-03-30                    4                    1                 37.7                   37        37.3243190661       0.113641627926                 40.8                 39.9        40.3222568093       0.137694906792                 11.3                 10.4        10.8150583658       0.135731540432                  0.3                  0.1       0.203501945525      0.0188014662301                 38.7                   35        36.8705836576         0.8020344085                 50.2                 44.5        47.6017120623       0.995931893919                 38.7                   35        36.8705836576         0.8020344085
                  4405           2020-03-30                    4                    1                 37.6                   37        37.3291566265       0.111907931384                 40.7                 39.9        40.3236144578       0.135224742097                 11.1                 10.2        10.4573493976       0.141804925717                  0.3                  0.1       0.136144578313      0.0487884868233                   36                   33        34.5389156627       0.600274057989                 47.7                 43.3        45.5706024096       0.725725809349                   36                   33        34.5389156627       0.600274057989
                  4407           2020-03-31                    4                    1                 37.6                   37         37.323347548        0.10491826124                 40.7                   40        40.3213930348       0.126474444499                 11.3                 10.5        10.8447050462       0.127348032529                  0.4                  0.1       0.202594171997      0.0163371390532                 36.4                 32.1        34.4694740583         1.0697706849                 47.9                 41.5        44.9424662402        1.14157637434                 36.4                 32.1        34.4694740583         1.0697706849
                  4408           2020-03-31                    4                    1                 37.7                   37        37.3254133026       0.113302425902                 40.7                   40        40.3226066897       0.134354118219                 11.3                 10.5        10.8624759708       0.125302639785                  0.4                  0.2       0.202921953095       0.017068885431                 37.5                 34.5          36.09846213       0.599241430165                 49.3                 44.3        46.7977316417        0.75167801946                 37.5                 34.5          36.09846213       0.599241430165
                  4409           2020-03-31                    4                    2                 37.5                 37.2        37.3285714286       0.103015750728                 40.6                 40.3        40.3857142857       0.135526185436                   11                 10.6        10.8428571429       0.139970842445                  0.2                  0.2                  0.2    2.77555756156e-17                 34.1                 33.9        34.0142857143         0.0638876565                 45.8                 45.3                 45.6       0.192724822332                 34.1                 33.9        34.0142857143         0.0638876565
                  4411           2020-04-01                    4                    2                 37.6                   37        37.3237742504        0.10127514258                 40.8                   40        40.3225749559       0.125138657237                 11.3                 10.5        10.8531922399       0.127323014387                  0.4                  0.2        0.20380952381      0.0196876593444                 36.1                 31.6        34.0337213404        1.13365638718                 47.7                 41.3        44.6957671958         1.2216000157                 36.1                 31.6        34.0337213404        1.13365638718
                  4412           2020-04-01                    4                    2                 37.7                   37        37.3249241275       0.107376786192                 40.7                 39.9         40.322723824       0.128178618828                 11.3                 10.5        10.8608118361       0.127455938221                  0.3                  0.2       0.202541729894      0.0157388880968                 37.7                   34        35.9006069803       0.773611397045                 48.9                 44.1         46.432245827       0.836696096791                 37.7                   34        35.9006069803       0.773611397045
                  4413           2020-04-01                    4                    2                 37.6                   37        37.3242339833       0.122180335522                 40.7                   40        40.3259052925        0.13912861307                 11.2                 10.5        10.7690807799       0.124524685803                  0.3                  0.2        0.20278551532      0.0164557721312                 35.5                 34.5        35.0094707521       0.226317248692                 46.9                 44.4        45.7941504178       0.439985172824                 35.5                 34.5        35.0094707521       0.226317248692
                  4415           2020-04-02                    4                    2                 37.6                 37.1        37.3219992281       0.093158571747                 40.7                 39.9        40.3233500579       0.113158440645                 11.3                 10.5        10.8383249711       0.119409861094                  0.3                  0.2       0.201929756851      0.0137568791359                 35.8                 31.1        33.7312234658        1.16390856267                 46.9                 40.6        44.0218834427        1.21676333359                 35.8                 31.1        33.7312234658        1.16390856267
                  4416           2020-04-02                    4                    2                 37.7                   37        37.3217041801       0.113848164026                 40.8                   40        40.3198954984       0.135625816384                 11.3                 10.5        10.8311897106       0.130235500357                  0.3                  0.2       0.202451768489      0.0154649823845                 37.5                 33.8        35.6196141479       0.751777857868                 48.7                 43.4        46.0636655949       0.839565078844                 37.5                 33.8        35.6196141479       0.751777857868
                  4417           2020-04-02                    4                    2                 37.6                   37        37.3213882163       0.109526872545                 40.7                   40         40.319047619       0.131516504488                 11.3                 10.4        10.8075060533       0.131730255192                  0.3                  0.2       0.202421307506      0.0153710123468                 36.3                   34        35.2076674738       0.427766275294                 47.8                 44.1        45.9083131558       0.529763355346                 36.3                   34        35.2076674738       0.427766275294
                  4419           2020-04-03                    4                    2                 37.7                   37        37.3265016234       0.108673084446                 40.7                   40        40.3253652597       0.127323648198                 11.3                 10.5        10.8635957792       0.134062009234                  0.4                  0.2       0.203327922078      0.0181613332537                 35.8                 31.1         33.674025974        1.10667940751                 46.7                 40.9        43.7984983766        1.11792952102                 35.8                 31.1         33.674025974        1.10667940751
                  4420           2020-04-03                    4                    2                 37.7                   37        37.3263968324       0.117676938615                 40.8                 39.9        40.3231852178       0.138161103612                 11.4                 10.5        10.9269687637        0.14428063098                  0.3                  0.2       0.207919049714      0.0270035853736                 37.5                 34.1        35.7817421909       0.755578258413                 49.1                 43.8        46.0157941047        0.81883970135                 37.5                 34.1        35.7817421909       0.755578258413
                  4422           2020-04-06                    1                    1                 37.6                 37.1        37.3243329351      0.0983399804696                 40.7                   40        40.3224213461       0.118344612544                 11.2                 10.4        10.8056152927       0.121962618355                  0.4                  0.1       0.201831939466      0.0139917065732                 36.3                   31          34.04173636        1.22239262896                 47.7                 40.6        44.2707686181         1.2953881398                 36.3                   31          34.04173636        1.22239262896
                  4424           2020-04-06                    4                    2                 37.7                   37        37.3248575499       0.108448234628                 40.7                   40        40.3252492877        0.12840771723                 11.4                 10.6        10.9864672365         0.1442953146                  0.4                  0.2       0.213746438746      0.0348449325573                 38.5                 35.1        36.9301282051       0.831423271221                 49.2                 44.4        46.8629273504       0.844053005565                 38.5                 35.1        36.9301282051       0.831423271221
                  4427           2020-04-07                    1                    3                 37.7                 37.1        37.3229894076       0.102638439008                 40.8                 39.9        40.3254609651       0.141001272035                 11.2                 10.5        10.8049038839       0.133617180712                  0.4                  0.1       0.205256963515      0.0244961521618                 36.1                 30.7           33.7369949         1.3044002214                 47.3                 40.6        44.1429187917        1.50368511424                 36.1                 30.7           33.7369949         1.3044002214
                  4428           2020-04-07                    1                    3                 37.7                   37        37.3270648968       0.109661312495                 40.8                   40        40.3249262537       0.130343014182                 11.2                 10.5        10.8182890855       0.125614802756                  0.3                  0.2       0.201290560472       0.011286740046                 37.7                 33.9        36.0330014749       0.862581783561                 51.3                 45.8        48.4525442478        1.03193163889                 37.7                 33.9        36.0330014749       0.862581783561
                  4429           2020-04-07                    1                    3                 37.7                   37        37.3267841788       0.116301091839                 40.7                   40        40.3197764402       0.140827739351                 11.2                 10.4        10.7441960447       0.131491618863                  0.3                  0.1       0.199441100602      0.0138979425719                 38.4                 36.1        37.2579535684       0.523361324603                 49.2                 45.8        47.5521066208       0.561920257298                 38.4                 36.1        37.2579535684       0.523361324603
                  4440           2020-04-10                    1                    1                 36.1                 35.5         35.832096475       0.105284586359                 39.8                 39.1        39.3456400742       0.119656699524                 10.8                 10.1         10.374025974        0.12569925852                  0.3                  0.2        0.20185528757      0.0134939491992                 34.5                 33.1        33.7849721707       0.279106294986                 41.1                 38.2        39.7875695733       0.489569717824                 34.5                 33.1        33.7849721707       0.279106294986
                  4442           2020-04-14                    1                    1                 36.1                 35.5        35.8241256246      0.0904606100865                 39.9                   39        39.3301570307       0.112339553135                 10.9                   10        10.3525695931       0.127886374065                  0.4                  0.1       0.201570306924      0.0211474097001                 36.1                 32.2        34.3522127052        1.00064063727                 43.5                 37.6        40.5086009993        1.30258113001                 36.1                 32.2        34.3522127052        1.00064063727
                  4443           2020-04-14                    1                    1                 36.1                 35.5        35.8271130626      0.0997268902527                 39.6                 39.1        39.3360043908       0.112349697046                 10.7                 10.1        10.3228320527       0.124695428304                  0.3                  0.1       0.200987925357      0.0158585565825                   36                 34.3        35.0624588364       0.311781278366                 43.8                 40.8         42.375740944       0.514673678615                   36                 34.3        35.0624588364       0.311781278366
                  4446           2020-04-15                    1                    1                 36.2                 35.6        35.8248836377       0.102494115665                 39.8                   39        39.3315073398       0.121730207843                 10.8                   10        10.3308628715       0.132073741296                  0.4                  0.1       0.201825993555      0.0205604209695                 35.6                 31.6        33.9390261368       0.959865232345                 43.1                 36.3        39.7589688507         1.3513327458                 35.6                 31.6        33.9390261368       0.959865232345
                  4447           2020-04-15                    1                    1                 36.2                 35.5        35.8263990268       0.116920862037                 39.8                 38.9        39.3311841038       0.137866877528                   11                   10        10.3424168694       0.143447297333                  0.3                  0.1       0.202149229521      0.0190892500155                 36.8                   33        35.0272100568       0.807166854735                 44.6                 39.3        41.9731143552       0.968399211245                 36.8                   33        35.0272100568       0.807166854735
                  4448           2020-04-15                    1                    1                 36.2                 35.5        35.8275054865       0.122715536639                 39.8                 38.9        39.3308705194       0.139066971604                 10.8                   10        10.3275054865       0.142774764195                  0.4                  0.1       0.203584491587      0.0234612162837                 35.9                 33.1        34.5068032187       0.616338582304                 43.3                 38.2        40.7254572056       0.834950725146                 35.9                 33.1        34.5068032187       0.616338582304
                  4450           2020-04-16                    1                    1                 36.2                 35.5        35.8207758299       0.102981995569                 39.8                 38.9        39.3268183514        0.12272815843                 10.9                   10        10.3264453562       0.135074301247                  0.4                  0.1       0.199365908243      0.0227609575287                 35.3                 30.4        33.1697873928        1.07119080917                 42.8                 35.7        38.7834017158        1.28934626536                 35.3                 30.4        33.1697873928        1.07119080917
                  4451           2020-04-16                    1                    1                 36.2                 35.5        35.8226035503       0.106726098892                 39.7                 38.9        39.3301380671       0.128006181552                 10.9                 10.1        10.3545956607       0.137695832289                  0.3                  0.1       0.201656804734      0.0158025466716                 36.4                 33.2        35.0745167653        0.67487855085                 43.8                 39.2        41.8861143984       0.843920415316                 36.4                 33.2        35.0745167653        0.67487855085
                  4452           2020-04-16                    1                    1                 36.2                 35.5        35.8247887324       0.122438362244                 39.9                 38.9        39.3295305164       0.153752026616                 10.9                   10        10.3723004695       0.145198144848                  0.4                  0.1       0.204835680751      0.0225196053162                 36.6                 33.5        35.3082159624       0.628189970316                 44.1                 38.7        41.5299061033       0.989765700264                 36.6                 33.5        35.3082159624       0.628189970316
                  4454           2020-04-17                    1                    1                 36.2                 35.5        35.8233006042      0.0991892221066                 39.7                 38.8        39.3267371601       0.120808906718                 10.8                 10.1        10.3472809668       0.132259619152                  0.4                  0.1       0.202719033233      0.0176019147279                   35                 30.6        33.1326283988        1.00237273385                 42.5                 36.2        39.2774546828        1.27247826039                   35                 30.6        33.1326283988        1.00237273385
                  4455           2020-04-17                    1                    1                 36.1                 35.5        35.8225335893       0.103057441283                 39.7                   39        39.3297504798         0.1167117252                 10.9                 10.1        10.3819193858       0.131634349418                  0.3                  0.2       0.201650671785       0.012741368104                 36.3                 33.2        34.8586948177       0.716553802698                 43.3                 38.7        40.8003454894        0.69877042794                 36.3                 33.2        34.8586948177       0.716553802698
                  4456           2020-04-17                    1                    2                 36.2                 35.5        35.8280690537       0.117676157721                 39.8                 38.9        39.3367647059       0.132302135745                 10.8                   10        10.3313938619       0.138609650292                  0.3                  0.1       0.200895140665      0.0142759344266                 35.6                 33.2        34.5449488491       0.577016145055                 42.7                 39.1        40.7849744246       0.598387057812                 35.6                 33.2        34.5449488491       0.577016145055
                  4458           2020-04-20                    4                    1                 36.1                 35.5        35.8202996789       0.106403851519                 39.8                 38.9        39.3268997503        0.12119596505                 10.8                   10        10.3294327506       0.128940630047                  0.3                  0.1       0.198002140564      0.0235064909107                 35.8                 32.1        34.1757046022       0.903723514695                 43.1                 37.3        39.9916874777        1.02314219414                 35.8                 32.1        34.1757046022       0.903723514695
                  4459           2020-04-20                    4                    1                 36.2                 35.5        35.8245142003       0.105689897493                 39.7                   39        39.3297085202       0.117631351138                 10.8                   10        10.2915171898       0.127727990433                  0.3                  0.1        0.19697309417      0.0229176244897                 36.8                 34.8        35.8835201794       0.452721070505                 44.1                 39.7        41.8191330344       0.597903783622                 36.8                 34.8        35.8835201794       0.452721070505
                  4460           2020-04-20                    4                    1                 36.1                 35.5        35.8254793138       0.106459617591                 39.8                   39        39.3284561049       0.116402247355                 10.2                  9.5        9.72663975782        0.11166436661                  0.3                  0.1       0.102018163471      0.0144164552052                   36                 33.4        34.8663471241       0.580078526113                 43.6                 38.9        41.2496972755       0.668052434831                   36                 33.4        34.8663471241       0.580078526113
                  4462           2020-04-21                    4                    1                 36.2                 35.5        35.8227304715       0.108004110781                 39.9                 38.8        39.3302251935       0.126047554049                 10.8                  9.9        10.3154468684       0.133263960121                  0.4                  0.1       0.197994370162      0.0281906143135                 35.5                 31.9        33.8635116115       0.897617096056                 43.2                 36.8        39.7312456017        1.28397054585                 35.5                 31.9        33.8635116115       0.897617096056
                  4463           2020-04-21                    4                    1                 36.2                 35.5        35.8269548872       0.113980170064                 39.7                 38.9        39.3307518797       0.127090779586                 10.8                  9.9        10.2828571429        0.12881514078                  0.3                  0.1       0.195751879699       0.025295221105                 36.8                 34.8        35.7306766917        0.40014883601                 44.7                 40.7        42.7091353383       0.566577912167                 36.8                 34.8        35.7306766917        0.40014883601
                  4465           2020-04-22                    4                    1                 36.2                 35.5        35.8263139696       0.122823382563                 39.9                 38.7         39.328077455       0.144899582067                   11                   10        10.3644536653        0.14909343009                  0.4                  0.1       0.201763485477      0.0246763715727                 35.9                 31.6         33.922648686       0.983994756875                 43.2                 36.1        39.7979253112        1.43653036356                 35.9                 31.6         33.922648686       0.983994756875
                  4466           2020-04-22                    4                    1                 36.2                 35.5        35.8250841121       0.128028700163                 39.8                 38.9        39.3286728972       0.142646270278                 10.9                   10         10.336635514       0.143454990989                  0.4                  0.1       0.202205607477      0.0211535279388                 36.9                 33.6        35.3857196262       0.659406272089                 44.8                 39.4        42.2783551402       0.934513069793                 36.9                 33.6        35.3857196262       0.659406272089
                  4468           2020-04-23                    4                    1                 36.2                 35.5        35.8251888218        0.10852955935                 39.7                   39        39.3306646526        0.12270557418                 10.9                   10        10.3364803625       0.134854734671                  0.3                  0.1       0.199924471299      0.0184356570128                   35                 30.6        33.1798716012       0.990894564469                 42.3                 36.1        38.8771903323        1.07915610843                   35                 30.6        33.1798716012       0.990894564469
                  4469           2020-04-23                    4                    1                 36.2                 35.5        35.8278432864       0.116761602213                 39.8                   39        39.3295930011       0.130157268758                 10.9                   10        10.3557246101       0.136056429763                  0.3                  0.1        0.20174971472       0.013954652857                 36.1                 33.4        34.8908330164       0.624913558326                 43.3                 38.3        40.8858881704       0.691079510982                 36.1                 33.4        34.8908330164       0.624913558326
                  4471           2020-04-24                    4                    1                 36.2                 35.5        35.8235028249       0.105182871385                 39.7                   39         39.330960452        0.12103609654                 11.1                   10        10.4111864407       0.154940925152                  0.3                  0.1       0.202372881356      0.0166389696128                   35                 30.6        33.2412429379       0.981223706245                   42                 35.9        38.8992843691           1.06317023                   35                 30.6        33.2412429379       0.981223706245
                  4472           2020-04-24                    4                    2                 36.2                 35.5        35.8207817337       0.111481059661                 39.8                   39        39.3297213622       0.127820197373                 10.8                   10        10.2933049536       0.132571284196                  0.3                  0.1       0.199922600619       0.017149683857                 35.9                 32.6        34.5238390093       0.752321360318                 43.2                 38.2        40.6329721362       0.819676457256                 35.9                 32.6        34.5238390093       0.752321360318
                  4474           2020-04-27                    1                    2                 36.1                 35.5        35.8264716375      0.0913212262059                 39.7                   39        39.3316446664       0.106048135073                 10.8                  9.9        10.2791295041       0.117180998324                  0.3                  0.1       0.189368533714      0.0349464822203                 35.6                 31.9         33.932001427       0.937980362746                 42.6                 36.8        39.7003567606        1.12765319486                 35.6                 31.9         33.932001427       0.937980362746
                  4475           2020-04-27                    1                    2                 36.1                 35.5        35.8248803828      0.0953618645647                 39.7                   39        39.3223684211       0.107113668363                 10.7                   10        10.2675837321       0.116936161881                  0.3                  0.1       0.191387559809      0.0297113391316                 35.3                 33.9        34.7087320574       0.280861320436                 42.7                 39.3        40.8507177033       0.480666365329                 35.3                 33.9        34.7087320574       0.280861320436
                  4476           2020-04-27                    1                    2                 36.2                 35.5        35.8238866397       0.120610270507                 39.8                 38.9        39.3312955466       0.135621010176                 10.8                   10        10.2820647773       0.131135603141                  0.4                  0.1       0.195384615385      0.0258255171132                 35.9                 32.5        34.4246963563       0.762845069531                 43.2                 37.7        40.5794331984       0.849456889236                 35.9                 32.5        34.4246963563       0.762845069531
                  4478           2020-04-28                    1                    2                 36.2                 35.5        35.8233116215       0.100963493024                 39.8                   39        39.3313335619          0.114699698                 10.9                   10        10.2892697977       0.120895618853                  0.3                  0.1       0.191806650668      0.0313898100531                 35.3                 31.4        33.5330476517       0.924991861535                 42.5                 36.6        39.3177236887         1.1471557418                 35.3                 31.4        33.5330476517       0.924991861535
                  4479           2020-04-28                    1                    2                 36.1                 35.5        35.8234220532       0.113058418092                 39.7                 38.9         39.328973384       0.123959131216                 10.8                  9.8        10.2719391635       0.123585702882                  0.3                  0.1         0.1936121673      0.0283425838145                 36.3                 33.9         35.227148289       0.502980323817                 43.5                 39.3        41.2519771863       0.590586715632                 36.3                 33.9         35.227148289       0.502980323817
                  4480           2020-04-28                    1                    2                 36.1                 35.5        35.8221538462       0.108846996463                 39.7                   39        39.3292307692       0.120413488796                 10.8                  9.9               10.279       0.131021724564                  0.3                  0.1       0.197461538462      0.0200311886994                 34.9                 32.5        33.7582307692       0.503267730223                 42.2                 38.3        40.1094615385       0.574626047682                 34.9                 32.5        33.7582307692       0.503267730223
                  4482           2020-04-29                    1                    2                 36.2                 35.5        35.8271280277      0.0975001776766                 39.8                   39        39.3349134948       0.111590000255                 10.8                   10        10.3008304498       0.118873034126                  0.3                  0.1       0.194809688581      0.0267122649066                 35.1                 31.2        33.4561937716       0.933886126941                 42.1                 36.7        39.2046020761        1.10450928408                 35.1                 31.2        33.4561937716       0.933886126941
                  4483           2020-04-29                    1                    2                 36.1                 35.5        35.8268486917      0.0998655004253                 39.7                   39        39.3319681456       0.112770275892                 10.8                   10        10.3137656428        0.12675810598                  0.3                  0.1       0.199620781191      0.0169724037227                   36                 32.9        34.5980659841        0.71741967386                 43.1                 38.3        40.7164960182       0.759546105007                   36                 32.9        34.5980659841        0.71741967386
